id,record_id,question,answer,metadata,ingestion_date,company_name,company_crm_id,creation_date,rfp_id
13,643c15b8-3df5-42b9-a18b-a0ad86eee462,The device(s) shall detail maximum ECMP paths for each protocol.,Quoted devices support 128 maximum ECMP paths.,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.11"", ""compliance"": ""Comply"", ""reference_document"": ""Need link from Broadcom""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
14,f679bb26-26f6-4b6a-96f3-501e92d06524,"The device(s) shall support line-rate performance for all ports, ensuring no bottlenecks (non-blocking fabric).","All devices quoted with Broadcom Trident3, Trident 4, Tomahawk3, Tomahawk 4, and Tomahawk 5 in this response all provide non-blocking fabric functionality.","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.12"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
15,6a7e036a-21f6-4c5c-8145-649f592d487c,"The supplier must provide platform(s) throughput in full duplex Tbps for each device. Detail this at all appropriate levels, (e.g. NPU, port-group, card, chassis, etc,.)",All devices support full line rate non-blocking,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.13"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
16,e75ba277-02d8-4704-a465-ddffa46e66bc,"The supplier must detail pps rate from packets of size 64byte, 128byte, 1500byte, and simple IMIX distribution for each device","Each NPU (TD3x7, TD4, etc) have PPS limits and non-blocking fabric, the system will forward traffic at line rate for packets larger than the PPS","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.14"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
17,70f10c1a-f497-4c3f-a143-a10e4e38520a,The device(s) shall be compatible with multi-vendor compute and network components.,Devices are not vendor locked,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.15"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
18,59ace81c-f2f9-4a39-9b4a-d17b639bda57,The device(s) shall support integration with existing industry standard routing and overlay protocols.,"FRR supports the routing protocols, while SONiC support overlay","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.16"", ""compliance"": ""Comply"", ""reference_document"": ""https://docs.frrouting.org/en/latest/protocols.html""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
19,51dc5af0-2da7-450e-a1e9-1e4cb10c2ccd,"The device(s) shall support MB-BGP; L2VPN, EVPN, IPv4, IPv6, VPNv4, VPNv6, BGP-LU.",FRR supports the routing protocols and EVPN along with BGP-LU,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.17"", ""compliance"": ""Comply"", ""reference_document"": ""https://docs.frrouting.org/en/latest/evpn.html#evpn-concepts""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
20,77c655b3-ba58-4c6c-a206-1725cb63f12b,"The device(s) shall support BGP EVPN Type 1,2,3,4,5 routes.  Descibe any missing or additional EVPN type support.","All Trident devices support these options.  The devices in the Tomahawk family do not, as they are optimized for spines and maximum throughput.","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.18"", ""compliance"": ""Comply"", ""reference_document"": ""Broadcom docs show support for type 1-5""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
21,3130b198-f376-48c9-8e7b-4cfed319022d,The device(s) shall support VXLAN; VRF aware L3VPN overlays with BGP ingress replication.,"The devices falling into the TD family, support these options.  The devices in the TH family do not, as they are optimized for spines and maximum throughput.","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.19"", ""compliance"": ""Comply"", ""reference_document"": ""FRR v8.2+""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
22,250de887-f5c4-48b4-90c7-b6630520c666,The device(s) shall support Layer 2/Layer 3 hybrid topology support to enable seamless operation across different layers.,"We provide a L3 underlay with BGP EVPNs capable of carrying L2, with server and external connections being either L2 or L3.","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.20"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
23,14c33702-924f-41e6-9a38-d3c3e7d3ef39,The device(s) must support all features in parity for IPv4 and IPv6. Describe the native IPv6 support for IPv6 only scenarios.,IPv4 and IPv6 are fully supported,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.21"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
24,92b3f654-d882-41a1-a834-91b5a2f5f878,The device(s) must support a jumbo frame size of 9216.,All devices support 9216 (9100),"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.22"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
25,75015134-376f-4d0d-9256-62b850454047,The device(s) must support L2 and L3 QoS policies with DSCP and dot1q markings.,"To select traffic for QoS policies, use an ACL or L2-L4 header classifiers","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.23"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
26,6b6e87a1-fcda-4c70-9f2f-b54ca85ec191,"The device(s) must be capable of a minimum unidimensional routing table supporting: 128K IPv6, 256K IPv4 LPM routes.","TD4-x9/x11 support 1M IPv4 and IPv6 LPM routes.  TD3-x7 devices (ECS204, S5232, DS3000) are limited to 168k IPv4, 100k IPv6.","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.24"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
27,90f3c217-d8b5-43ec-9dd2-9e83e398b310,"The device(s) must be capable of supporting a minimum of 32,000 mac-addresses",All devices support at least 32k mac-addresses,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.25"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
28,6bda4205-d8d0-40d0-8f64-19c90a46e8fd,The device(s) must describe MACSEC capabilities; number of ports and throughput supported.,Not supported,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.26"", ""compliance"": ""Does Not Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
29,c3c75b2d-2dbc-4a3b-b8e8-33378db82f14,The device(s) software must be able to run as a virtualized environment (containerized) workload outside of the dedicated switch hardware for testing purposes. Please describe the capabilities.,Hedgehog provides a virtual lab that can be used for planning and simulation.,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.27"", ""compliance"": ""Comply"", ""reference_document"": ""https://docs.githedgehog.com/latest/vlab/overview/""}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
30,b6a86f6f-04d0-425c-b033-1843b14f031b,The device(s) shall support 802.1q switching and routing functions.,802.1q support is listed for each device,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.28"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
129,68dfd337-4290-4628-a721-e7c8793611cf,The solution shall support centralized monitoring and diagnostics for traffic flowing between T-Mobile's and public clouds through the off-ramp gateway.,@ 2025Q3,"{""category"": ""OVERLAY OPERATIONS"", ""req_index"": ""OO 1.9"", ""compliance"": ""Roadmap"", ""reference_document"": """"}",2025-01-09 07:41:41.132326-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
31,135e9983-5d35-4354-aec9-e21d0d8117e7,"The device(s) shall not require a reload to enable features, functions, or manual TCAM reassignment required by specific functions.  
E.g. if an ACL exceeds base TCAM assigned to the ACL feature, TCAM unused by other functions will be dynamically assigned to the ACL pool of resources.  Manual reconfiguration or a reload to reassign hardware resources is not required.",Hedgehog SONiC doesn't support.,"{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.29"", ""compliance"": ""Does Not Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
32,1fc2bc1c-0355-42c9-bee3-8d3ccca2fb1d,The solution must be capable of being deployed with geographic redundancy.,"","{""category"": ""UNDERLAY GENERAL FUNCTIONS"", ""req_index"": ""UGF 1.30"", ""compliance"": ""Comply"", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
33,e273dc1f-e487-4d83-844b-694f77b3d0c9,"","","{""category"": """", ""req_index"": """", ""compliance"": """", ""reference_document"": """"}",2025-01-09 07:33:47.712214-08,T-Mobile,ACME-1234,2025-01-01 00:00:00-08,TM-RFP-R-001
