"Knowledge base name","Article title","Article subtitle","Article language","Article URL","Article body","Category","Subcategory","Keywords","Last modified date","Status","Archived"
"KB","QoS","Quality of Service (QoS) is a set of technologies and techniques used to ensure performance of data flows. Hedgehog uses QoS to optimize the performance of AI applications by prioritizing critical traffic and managing network resources efficiently.","en","http://21430285.hs-sites.com/qos","<p><strong>QoS (Quality of Service)</strong> in the AI cloud network context refers to the set of technologies and techniques used to manage network resources and ensure the performance of various data flows. QoS prioritizes certain types of traffic, ensuring that critical applications receive the necessary bandwidth, experience low latency, and maintain high reliability. This is essential for AI workloads that require consistent and predictable network performance, such as real-time data processing, model training, and inference.</p>
<h3>Relation to Hedgehog:</h3>
<p><strong>Hedgehog</strong> leverages QoS to optimize the performance of AI applications by prioritizing critical data traffic and managing network resources efficiently. By implementing QoS policies, Hedgehog can ensure that high-priority AI tasks, such as real-time inference results or large dataset transfers for model training, are allocated sufficient bandwidth and low latency. This capability enhances the overall performance and reliability of AI workloads running on the Hedgehog network fabric, making it a robust solution for AI cloud environments where varying levels of service quality are required to meet the demands of different applications.</p>","","","","2024-05-29T17:15:24.911Z","DRAFT","false"
"KB","Congestion Control","Congestion Control manages data flow to prevent network overload and ensure smooth operation. Hedgehog utilizes congestion control to regulate traffic, optimizing throughput and minimizing latency for efficient decentralized communication.","en","http://21430285.hs-sites.com/congestion-control","","Glossary","","","2024-05-29T17:44:46.266Z","DRAFT","false"
"KB","Loseless traffic","Lossless Traffic refers to data transmission where no information is dropped or corrupted during transfer. Hedgehog's network gives lossless traffic to ensure reliable data flow in the network. ","en","http://21430285.hs-sites.com/loseless-traffic","","Glossary","","","2024-05-29T17:47:41.406Z","DRAFT","false"
"KB","NVMe","Non-Volatile Memory Express (NVMe) is a protocol designed for accessing storage media over a high-speed PCIe bus. Hedgehog's back end network utilizes NVMe. ","en","http://21430285.hs-sites.com/nvme","In the AI cloud network context, NVMe (Non-Volatile Memory Express) is a protocol designed for accessing storage media over a high-speed PCIe bus. It enables fast and efficient data transfer between the storage subsystem and processing units, optimizing performance and scalability in data-intensive applications. Within Hedgehog, NVMe technology could be leveraged to enhance storage capabilities, ensuring rapid access to critical data for AI processing tasks distributed across the network.","Glossary","","","2024-05-29T18:12:41.396Z","DRAFT","false"
"KB","DPU","Data Processing Units (DPUs) handle specialized tasks like data processing and networking functions. Hedgehog, DPUs facilitate efficient data processing and routing within the fabric, enhancing performance and scalability. ","en","http://21430285.hs-sites.com/dpu","<p>In AI cloud networks, Data Processing Units (DPUs) handle specialized tasks like data processing and networking functions. In Hedgehog, DPUs facilitate efficient data processing and routing within the fabric, enhancing performance and scalability in decentralized architectures.</p>","Glossary","","","2024-05-29T17:52:20.427Z","DRAFT","false"
"KB","DPU Mesh","Data processing Units (DPU) Mesh is the interconnected network of DPUs which collaborate to efficiently process and route data in a network.","en","http://21430285.hs-sites.com/dpu-mesh","In the AI cloud network context, a ""DPU Mesh"" refers to an interconnected network of Data Processing Units (DPUs). These DPUs collaborate to efficiently process and route data within the network, enhancing performance and scalability by distributing computational tasks across multiple nodes.","","","","2024-05-29T18:07:09.140Z","DRAFT","false"
"KB","Service Gateway","A Service gateway serves an interface for managing access to network services. ","en","http://21430285.hs-sites.com/service-gateway","In the AI cloud network context, a ""Service Gateway"" serves as a centralized interface for managing access to diverse network services, including authentication, authorization, and routing. It acts as a bridge between internal resources and external systems, enabling seamless communication while enforcing security policies and optimizing traffic flow. Within Hedgehog, the Service Gateway orchestrates interactions between the decentralized fabric and external services, ensuring efficient data exchange while upholding network integrity and performance.","","","","2024-05-29T18:09:27.965Z","DRAFT","false"
"KB","TCP","Transmission Control Protocol (TCP) is a reliable, connection-oriented protocol used for transmitting data packets across networks. Hedgehog's back end network utilizes TCP.  ","en","http://21430285.hs-sites.com/tcp","In the AI cloud network context, TCP (Transmission Control Protocol) is a reliable, connection-oriented protocol used for transmitting data packets across networks. It ensures data integrity, sequencing, and error correction during transmission, crucial for stable communication in distributed systems. Within Hedgehog, TCP facilitates robust and efficient data exchange among nodes within the decentralized fabric, supporting seamless integration and reliable information flow for AI applications.","Glossary","","","2024-05-29T18:14:09.332Z","DRAFT","false"
"KB","Flow Spraying","Flow Spraying involves distributing incoming data traffic across multiple paths or resources within the network. Hedgehog's back end network utilizes flow spraying to improve overall network efficiency and performance. ","en","http://21430285.hs-sites.com/flow-spraying","In the AI cloud network context, ""Flow Spraying"" involves distributing incoming data traffic across multiple paths or resources within the network. This technique optimizes resource utilization and reduces congestion by spreading the load evenly, enhancing overall network efficiency and performance. Within Hedgehog, Flow Spraying mechanisms could be implemented to dynamically route data flows across the decentralized fabric, ensuring balanced utilization of computational and networking resources for AI processing tasks.","Glossary","","","2024-05-29T18:17:52.900Z","DRAFT","false"
"KB","Flow Scheduling","Flow Scheduling is the allocation of network resources and prioritizing data flows to optimize performance and meet  QoS requirements. Hedgehog's backend network utilizes flow scheduling to maintain a high QoS. ","en","http://21430285.hs-sites.com/flow-scheduling","In the AI cloud network context, ""Flow Scheduling"" refers to the process of intelligently allocating network resources and prioritizing data flows to optimize performance and meet quality of service (QoS) requirements. It involves dynamically managing traffic patterns, bandwidth allocation, and routing decisions based on application demands and network conditions. Within Hedgehog, Flow Scheduling mechanisms orchestrate the movement of data within the decentralized fabric, ensuring efficient resource utilization and timely delivery of information for AI processing tasks while maintaining network stability and reliability.","Glossary","","","2024-05-29T18:20:42.457Z","DRAFT","false"
"KB","Isolation","Isolation is the segmentation of cloud environments to prevent interference and ensure security and performance. Hedgehog's back-end network implements isolation mechanisms to safeguard the integrity and confidentiality of data.  ","en","http://21430285.hs-sites.com/isolation","In the AI cloud network context, ""Isolation"" refers to the segregation of resources or environments to prevent interference and ensure security and performance. It involves enforcing boundaries between different users, applications, or services to mitigate risks such as data breaches or resource contention. Within Hedgehog, Isolation mechanisms could be implemented to safeguard the integrity and confidentiality of data within the decentralized fabric, providing secure and dedicated environments for AI processing tasks while minimizing potential disruptions from other network activities.","Glossary","","","2024-05-29T18:23:47.897Z","DRAFT","false"
"KB","Multi-tenancy","Multi-tenancy denotes the capability of a system to serve multiple tenants while maintaining isolation and security between them. Hedgehog's front end network offers multi-tenancy capabilities. ","en","http://21430285.hs-sites.com/multi-tenancy","In the AI cloud network context, ""Multi-tenancy"" denotes the capability of a system to serve multiple users or ""tenants"" while maintaining isolation and security between them. It enables efficient resource sharing and allocation across different entities, allowing them to coexist within the same infrastructure while retaining distinct data and access privileges. Within Hedgehog, Multi-tenancy support facilitates the simultaneous operation of diverse AI applications or users within the decentralized fabric, optimizing resource utilization and scalability while ensuring data privacy and integrity for each tenant.","Glossary","","","2024-05-29T18:26:23.262Z","DRAFT","false"
"KB","Hybrid Cloud","Hybrid Cloud is a computing environment that combines resources and services from both public and private cloud infrastructures.","en","http://21430285.hs-sites.com/hybrid-cloud","In the AI cloud network context, ""Hybrid Cloud"" refers to a computing environment that combines resources and services from both public and private cloud infrastructures. It allows organizations to leverage the benefits of both environments, such as scalability and flexibility of public clouds and the control and security of private clouds. Within Hedgehog, Hybrid Cloud integration enables seamless communication and workload distribution between on-premises infrastructure, public cloud services, and decentralized fabric, facilitating dynamic resource allocation and optimizing AI processing tasks across diverse environments.","Glossary","","","2024-05-29T18:29:00.485Z","DRAFT","false"
"KB","Multi cloud","Multi cloud is the using multiple cloud computing services or platforms from different providers. Multi cloud allows  organizations to avoid vendor lock-in, optimize costs, and leverage specialized services across various cloud environments.","en","http://21430285.hs-sites.com/multi-cloud","In the AI cloud network context, ""Multi-cloud"" refers to the strategic use of multiple cloud computing services or platforms from different providers. It allows organizations to avoid vendor lock-in, optimize costs, and leverage specialized services across various cloud environments. Within Hedgehog, Multi-cloud capabilities enable seamless integration and management of resources and services from multiple cloud providers within the decentralized fabric, offering flexibility, redundancy, and scalability for AI applications across diverse cloud infrastructures.","Glossary","","","2024-05-29T18:30:46.866Z","DRAFT","false"
"KB","distributed cloud","Distributed cloud is the cloud computing model where cloud resources and services are distributed across multiple physical locations or data centers. Hedgehog offers the network software for a distributed cloud.","en","http://21430285.hs-sites.com/distributed-cloud","In the AI cloud network context, ""Distributed Cloud"" refers to a cloud computing model where cloud resources and services are distributed across multiple physical locations or data centers. It brings cloud services closer to end-users or data sources, reducing latency and enhancing performance. Within Hedgehog, Distributed Cloud architecture decentralizes computing and storage resources across the network fabric, enabling efficient AI processing tasks closer to where data is generated or consumed, while ensuring scalability, reliability, and data sovereignty.","Glossary","","","2024-05-29T18:33:28.102Z","DRAFT","false"
"KB","training","Training refers to the process of developing and refining machine learning models using labeled datasets and computational resources. Hedgehog offers a network software designed for AI workloads which can be utilized to  train ML models. ","en","http://21430285.hs-sites.com/training","In the AI cloud network context, ""training"" typically refers to the process of developing and refining machine learning models using labeled datasets and computational resources. It involves iterative optimization of model parameters through algorithms like gradient descent. Within Hedgehog, training tasks may be distributed across the decentralized fabric, leveraging parallel processing capabilities to accelerate model training while ensuring efficient resource utilization and scalability.","Glossary","","","2024-05-29T18:38:30.652Z","DRAFT","false"
"KB","fine-tuning","Fine-tuning refers to the process of adjusting pre-trained machine learning models to adapt them to specific tasks or domains. Hedgehog offers a network software designed for AI workloads which can be utilized to fine-tune ML models. ","en","http://21430285.hs-sites.com/fine-tuning","In the AI cloud network context, ""fine-tuning"" refers to the process of adjusting pre-trained machine learning models to adapt them to specific tasks or domains. It involves training the model further on task-specific data to improve its performance or tailor it to new requirements. Within Hedgehog, fine-tuning tasks can be distributed across the decentralized fabric, allowing for parallel processing of data and optimization of model parameters to efficiently refine models for diverse AI applications.","Glossary","","","2024-05-29T19:18:42.623Z","DRAFT","false"
"KB","inference","inference is the process of applying a trained ML model to make predictions or decisions based on a new input data. Hedgehog offers a network software designed for AI workloads which can be utilized to inference ML models. ","en","http://21430285.hs-sites.com/inference","In the AI cloud network context, ""inference"" refers to the process of applying a trained machine learning model to make predictions or decisions based on new input data. It involves using the model's learned parameters to compute outputs without further training. Within Hedgehog, inference tasks can be distributed across the decentralized fabric, enabling efficient and scalable processing of real-time data to generate insights or drive automated decision-making in various AI applications.","Glossary","","","2024-05-29T19:21:22.970Z","DRAFT","false"
"KB","UX","User experience (UX) is the interaction and satisfaction of user with a system or application. ","en","http://21430285.hs-sites.com/ux","In the AI cloud network context, ""UX"" stands for User Experience, encompassing the overall interaction and satisfaction of users with a system or application. It involves understanding user needs, designing intuitive interfaces, and optimizing performance to enhance usability and engagement. Within Hedgehog, UX considerations may extend to developers and administrators interacting with the decentralized fabric, ensuring intuitive management interfaces, efficient workflows, and responsive feedback mechanisms for seamless control and monitoring of AI processing tasks.","Glossary","","","2024-05-29T20:06:09.162Z","DRAFT","false"
"KB","off-cloud","off-cloud refers to computing resources and services that are hosted and managed outside of traditional cloud environments. This could include on-premises data centers, edge computing nodes, or other decentralized infrastructure. ","en","http://21430285.hs-sites.com/off-cloud","In the AI cloud network context, ""off-cloud"" refers to computing resources and services that are hosted and managed outside of traditional cloud environments. This could include on-premises data centers, edge computing nodes, or other decentralized infrastructure. Off-cloud setups provide organizations with more control over their data and computing resources, potentially offering lower latency and increased privacy compared to traditional cloud solutions. In Hedgehog, off-cloud capabilities could involve integrating with on-premises infrastructure or edge computing devices, enabling organizations to leverage decentralized computing resources while maintaining connectivity and interoperability with the broader AI cloud network.","Glossary","","","2024-05-29T20:07:17.815Z","DRAFT","false"
"KB","on-cloud","On-cloud refers to the computing resources and services that are hosted and accessed over the internet through cloud service providers' infrastructure. Hedgehog offers cloud builders (people on-cloud) with a networking software. ","en","http://21430285.hs-sites.com/on-cloud","In the AI cloud network context, ""on cloud"" refers to computing resources and services that are hosted and accessed over the internet through cloud service providers' infrastructure. This model offers scalability, flexibility, and accessibility, allowing organizations to deploy and manage applications and data without the need for on-premises hardware. In Hedgehog, on-cloud capabilities enable seamless integration with public or private cloud environments, providing scalable computing resources for AI processing tasks and facilitating collaboration, data sharing, and deployment of AI applications within the cloud network.","Glossary","","","2024-05-29T20:13:00.874Z","DRAFT","false"
"KB","data center","A data center is a facility that houses computing hardware, networking equipment, and storage systems to support data processing and storage needs. Hedgehog offers the software which runs on the hardware in a datacenter for a cloud network","en","http://21430285.hs-sites.com/data-center","In the AI cloud network context, a ""data center"" is a centralized facility that houses computing hardware, networking equipment, and storage systems to support data processing and storage needs. Data centers provide reliable infrastructure for hosting cloud services, applications, and large-scale data processing tasks. Within Hedgehog, data centers may serve as key components of the cloud network, offering resources for hosting AI workloads, storing training data, and facilitating communication among distributed computing nodes to support various AI applications and services.","Glossary","","","2024-05-29T20:17:10.294Z","DRAFT","false"
"KB","On-premises","On-premises refers to the computing resources and infrastructure that are located and managed within an organization's physical premises or data centers. ","en","http://21430285.hs-sites.com/on-premises","In the AI cloud network context, ""on-premises"" refers to computing resources and infrastructure that are located and managed within an organization's physical premises or data centers rather than being hosted by third-party cloud providers. On-premises setups offer organizations direct control over their hardware, software, and data, allowing for customization, security, and compliance with specific regulatory requirements. In Hedgehog, on-premises deployments may involve integrating with existing infrastructure to leverage local computing resources for AI processing tasks while maintaining data sovereignty and control over sensitive information.","Glossary","","","2024-05-29T20:23:12.052Z","DRAFT","false"
"KB","co-location","co-location refers to a data center facility where multiple organizations can rent space to host their computing infrastructure. Hedgehog partners with multiple co-locations to run the Hedgehog network on different stacks in different data centers. ","en","http://21430285.hs-sites.com/co-location","In the AI cloud network context, ""co-location"" refers to a data center facility where multiple organizations can rent space to host their computing infrastructure. Co-location providers offer the physical space, power, cooling, and network connectivity needed for organizations to deploy their servers and networking equipment. In the context of Hedgehog, co-location services could be utilized by organizations to house their computing resources in proximity to other cloud services or edge computing nodes, facilitating efficient data exchange and collaboration within the broader AI cloud network.","Glossary","","","2024-05-29T20:25:13.372Z","DRAFT","false"
"KB","L2","L2 stands for layer two of the OSI(Open Systems Interconnection) model. L2 is the data link layer which is responsible for the physical addressing of devices on the network and the transmission of data frames between them. ","en","http://21430285.hs-sites.com/l2","In the AI cloud network context, ""L2"" typically refers to Layer 2 of the OSI (Open Systems Interconnection) model, which is the Data Link layer. This layer is responsible for the physical addressing of devices on the network and the transmission of data frames between them. Within Hedgehog, L2 functionality encompasses network protocols and technologies that facilitate data link layer communication, such as Ethernet, MAC addresses, and switches, enabling efficient data transmission and connectivity within the decentralized fabric.","Glossary","","","2024-05-29T20:27:33.666Z","DRAFT","false"
"KB","L4","L4 is the fourth layer of the OSI(Open Systems Interconnection) model, which is the Transport layer. L4 is responsible for end-to-end communication between devices across a network. It ensures data reliability, error checking, and flow control. ","en","http://21430285.hs-sites.com/l4","In the AI cloud network context, ""L4"" typically refers to Layer 4 of the OSI (Open Systems Interconnection) model, which is the Transport layer. This layer is responsible for end-to-end communication between devices across a network. It ensures data reliability, error checking, and flow control. Within Hedgehog, L4 functionality includes protocols such as TCP (Transmission Control Protocol) and UDP (User Datagram Protocol), which facilitate the transmission of data between nodes within the decentralized fabric, ensuring reliable and efficient communication for AI processing tasks.","Glossary","","","2024-05-29T20:29:34.221Z","DRAFT","false"
"KB","DPDK","Data Plane Development Kit (DPDK) is a set of libraries and drivers for fast packet processing in data plane applications. ","en","http://21430285.hs-sites.com/dpdk","DPDK (Data Plane Development Kit) is a set of libraries and drivers for fast packet processing in data plane applications. It provides a framework for efficient packet I/O and processing on Intel architecture-based processors, bypassing traditional networking stacks to achieve high throughput and low latency. In the context of Hedgehog, DPDK could be leveraged to optimize packet processing within the decentralized fabric, enabling high-performance data communication and computation for AI workloads.","Glossary","","","2024-05-29T20:34:09.838Z","DRAFT","false"
"KB","controller","A controller refers to a centralized component responsible for managing and orchestrating network resources and services. The Hedgehog network utilizes controllers to  facilitate configuration, monitoring, and optimization of the network. ","en","http://21430285.hs-sites.com/controller","In the AI cloud network context, a ""controller"" typically refers to a centralized component responsible for managing and orchestrating network resources and services. It facilitates tasks such as configuration, monitoring, and optimization of network elements to ensure efficient operation and performance. Within Hedgehog, a controller could oversee the decentralized fabric, coordinating communication among nodes, allocating resources dynamically, and enforcing network policies to support AI processing tasks while maintaining reliability and scalability.","Glossary","","","2024-05-29T20:58:48.822Z","DRAFT","false"
"KB","Iaas","Infrastructure as a Service (IaaS) is a cloud computing model where cloud providers offer virtualized computing resources over the internet. Hedgehog offers anyone the capability to build their own cloud with same capabilities of a hyperscaler. ","en","http://21430285.hs-sites.com/iaas","Infrastructure as a Service (IaaS) is a cloud computing model where cloud providers offer virtualized computing resources over the internet. These resources typically include virtual machines, storage, and networking components that users can access and manage remotely. Users can provision and scale these resources on-demand, paying only for what they use, without the need to invest in physical hardware or manage data centers.<br><br>Some companies offering Infrastructure as a Service (IaaS) include:<br><br>1. Amazon Web Services (AWS): AWS is a leading cloud computing provider offering a wide range of IaaS services, including Amazon Elastic Compute Cloud (EC2) for virtual servers and Amazon Simple Storage Service (S3) for scalable storage.<br><br>2. Microsoft Azure: Microsoft Azure provides a comprehensive set of IaaS solutions, such as Azure Virtual Machines and Azure Blob Storage, along with platform services and tools for building, deploying, and managing applications.<br><br>3. Google Cloud Platform (GCP): GCP offers IaaS solutions like Compute Engine for virtual machine instances and Cloud Storage for scalable object storage, as well as a suite of AI and machine learning services.<br><br>4. IBM Cloud: IBM Cloud provides IaaS offerings such as IBM Virtual Servers and IBM Cloud Object Storage, along with a range of managed services and enterprise-grade solutions.<br><br>5. Oracle Cloud Infrastructure (OCI): OCI delivers IaaS solutions including compute instances, block storage, and object storage, as well as specialized services for database management and application development.<br><br>These providers offer a range of IaaS solutions tailored to different use cases, providing flexible and scalable infrastructure resources for building and running applications in the cloud.","Glossary","","","2024-05-29T21:09:58.939Z","DRAFT","false"
"KB","fabric","fabric is the network infrastructure which facilities data transfer and operations within a data center. Hedgehog offers a open-source, ethernet based, leaf-spine network fabric for AI application cloud builders. ","en","http://21430285.hs-sites.com/fabric","In data center architecture, a ""fabric"" refers to a high-speed, scalable network infrastructure that interconnects various components within the data center, such as servers, storage systems, and networking devices. The fabric enables efficient communication and data transfer between these components, facilitating seamless operation and scalability of the data center environment. Fabrics are often built using technologies like Ethernet or InfiniBand, and they may utilize architectures such as leaf-spine or Clos networks to provide robust connectivity and high bandwidth. Within Hedgehog, the term ""fabric"" could also refer to the decentralized network infrastructure that interconnects nodes and facilitates communication in AI cloud networks.","Glossary","","","2024-05-29T21:03:29.486Z","DRAFT","false"
"KB","Naas","Network as a Service (Naas) is networking functionality on-demand as a service. Hedgehog offers AI network software for cloud builders. ","en","http://21430285.hs-sites.com/naas-1","""Naas"" typically stands for ""Network as a Service."" It's a cloud-based networking solution where networking functionality is provided on-demand, similar to other ""as a Service"" offerings like Software as a Service (SaaS) or Infrastructure as a Service (IaaS). Naas allows organizations to access networking resources such as virtual networks, switches, routers, and firewalls through a subscription model, without the need to invest in physical hardware or manage complex networking infrastructure. In the context of Hedgehog, Naas could provide a flexible and scalable networking solution for connecting nodes within the decentralized fabric, facilitating efficient communication and resource sharing in AI cloud networks.","Glossary","","","2024-05-29T21:07:30.060Z","DRAFT","false"
"KB","Paas","Platform as a Service (PaaS) is a cloud computing model that provides a platform allowing customers to develop, run, and manage applications without dealing with the complexity of building and maintaining the underlying infrastructure.","en","http://21430285.hs-sites.com/paas","Platform as a Service (PaaS) is a cloud computing model that provides a platform allowing customers to develop, run, and manage applications without dealing with the complexity of building and maintaining the underlying infrastructure. PaaS offerings typically include tools, middleware, and development frameworks for building, deploying, and scaling applications, along with runtime environments and databases.<br><br>Some companies offering Platform as a Service (PaaS) include:<br><br>1. Heroku: Heroku is a cloud platform that simplifies application deployment and management, supporting various programming languages and frameworks, such as Ruby on Rails, Node.js, Python, and Java.<br><br>2. Google Cloud Platform (GCP): GCP offers Google App Engine, a fully managed platform for developing and deploying applications, supporting multiple programming languages, automatic scaling, and built-in services like data storage, messaging, and authentication.<br><br>3. Microsoft Azure: Azure provides Azure App Service, a fully managed platform for building and deploying web, mobile, and API applications, supporting multiple programming languages, continuous integration and delivery, and integration with other Azure services.<br><br>4. Amazon Web Services (AWS): AWS offers AWS Elastic Beanstalk, a platform for deploying and scaling web applications and services, supporting multiple programming languages and environments, automatic scaling, and integration with other AWS services.<br><br>5. Salesforce: Salesforce offers Salesforce Platform, a PaaS solution for building and deploying custom business applications, including tools for app development, data modeling, and workflow automation.<br><br>6. Red Hat OpenShift: OpenShift is a container platform that provides tools and services for building, deploying, and managing containerized applications, supporting various programming languages and frameworks, container orchestration, and integration with other Red Hat technologies.<br><br>These providers offer PaaS solutions that abstract away infrastructure management tasks, allowing developers to focus on building and deploying applications more efficiently.","Glossary","","","2024-05-29T21:11:26.404Z","DRAFT","false"
"KB","Saas","Software as a Service (SaaS) is a cloud computing model where software applications are hosted by a third-party provider and made available to customers over the internet on a subscription basis. ","en","http://21430285.hs-sites.com/saas","<p>Software as a Service (SaaS) is a cloud computing model where software applications are hosted by a third-party provider and made available to customers over the internet on a subscription basis. With SaaS, users can access the software through a web browser or application interface without needing to install or maintain it on their own devices or servers.</p>
<p>Some companies offering Software as a Service (SaaS) include:</p>
<ol>
<li>
<p>Salesforce: Salesforce offers a suite of cloud-based customer relationship management (CRM) software solutions, including Salesforce Sales Cloud, Service Cloud, and Marketing Cloud.</p>
</li>
<li>
<p>Microsoft: Microsoft provides various SaaS offerings, including Office 365 for productivity and collaboration tools, Microsoft Dynamics 365 for CRM and enterprise resource planning (ERP), and Microsoft Azure for cloud computing services.</p>
</li>
<li>
<p>Google: Google offers G Suite, a collection of cloud-based productivity and collaboration tools, including Gmail, Google Drive, Google Docs, and Google Calendar.</p>
</li>
<li>
<p>Adobe: Adobe provides SaaS solutions for creative professionals and marketers, such as Adobe Creative Cloud for graphic design and video editing, and Adobe Experience Cloud for digital marketing and analytics.</p>
</li>
</ol>","Glossary","","","2024-05-29T21:12:43.122Z","DRAFT","false"
"KB","lossy","Lossy refers to a type of data compression or transmission in which some data disregarded or altered to achieve higher compression rates. ","en","http://21430285.hs-sites.com/lossy","""Lossy"" refers to a type of data compression or transmission in which some data is intentionally discarded or altered to achieve higher compression rates. Unlike lossless compression methods, which preserve all original information, lossy techniques selectively remove less important or redundant data, resulting in a reduction in file size but also a loss of some quality. Lossy compression is commonly used for multimedia files such as images, audio, and video, where minor reductions in quality may be acceptable to achieve significant savings in storage space or bandwidth. Examples of lossy compression formats include JPEG for images, MP3 for audio, and MPEG for video.","Glossary","","","2024-05-29T21:16:57.792Z","DRAFT","false"
"KB","IPU","Intelligence Processing Unit (IPU) is a specialized hardware accelerator designed for AI workloads. ","en","http://21430285.hs-sites.com/ipu","""IPU"" stands for ""Intelligence Processing Unit."" It's a specialized hardware accelerator designed specifically for artificial intelligence (AI) workloads, including both training and inference tasks. IPUs are optimized to perform highly parallelized computations commonly found in neural networks and other machine learning algorithms.<br><br>These processors are often used in data centers and cloud environments to accelerate AI workloads, offering significant performance improvements over traditional central processing units (CPUs) or graphics processing units (GPUs) for these specific tasks. IPUs typically feature dedicated hardware for matrix multiplication, which is a fundamental operation in neural network computations, allowing for faster and more efficient execution of AI algorithms.","Glossary","","","2024-05-29T21:29:04.477Z","DRAFT","false"
"KB","SmartNic","Smart Network Interface Controller (smartNIC) is a network interface card(NIC) that includes processing power and additional capabilities which increase network performance and efficiency.","en","http://21430285.hs-sites.com/smartnic","A ""smartNIC"" (smart Network Interface Controller) is a network interface card (NIC) that includes additional processing power and capabilities beyond traditional NICs. SmartNICs are designed to offload and accelerate networking tasks, such as packet processing, encryption, and data filtering, from the server's CPU, thereby improving network performance and efficiency.<br><br>These devices often incorporate programmable hardware and specialized processors, such as field-programmable gate arrays (FPGAs) or network processing units (NPUs), to perform tasks like packet inspection, load balancing, and traffic shaping. SmartNICs are commonly used in data centers and cloud environments to accelerate network-intensive applications, such as high-frequency trading, content delivery networks (CDNs), and virtualized network functions (VNFs), while reducing CPU overhead and improving overall system performance.","Glossary","","","2024-05-29T21:30:49.796Z","DRAFT","false"
"KB","NIC","Networking Interface Card (NIC) or a network adapter is a hardware component that enables a computer to connect to a network. ","en","http://21430285.hs-sites.com/nic","A Network Interface Controller (NIC), commonly referred to as a network adapter or network card, is a hardware component that enables a computer to connect to a network. NICs come in various forms, including Ethernet cards for wired connections and Wi-Fi adapters for wireless connections.<br><br>The primary function of a NIC is to facilitate communication between a computer and a network by translating data between the computer's internal data bus and the network's external data transmission medium, such as Ethernet cables or wireless signals. NICs typically have a unique identifier called a MAC (Media Access Control) address, which is used to identify the device on the network.<br><br>NICs can be integrated directly into a computer's motherboard or provided as separate expansion cards that can be installed into expansion slots on the motherboard. They play a critical role in enabling computers to access network resources, communicate with other devices on the network, and connect to the internet.","Glossary","","","2024-05-29T21:32:48.503Z","DRAFT","false"
"KB","NVMe/TCP","NVMe/TCP refers to the combination of NVMe (Non-Volatile Memory Express) and TCP (Transmission Control Protocol) technologies. Hedgehog's network utilizes both NVMe and TCP mechanisms. ","en","http://21430285.hs-sites.com/nvme/tcp","NVMe is a protocol designed for accessing non-volatile storage media, such as SSDs, over high-speed PCIe buses, offering low-latency and high-throughput storage access. TCP, on the other hand, is a reliable, connection-oriented protocol used for transmitting data packets over networks, ensuring data integrity and sequencing.","Glossary","","","2024-05-29T21:35:13.964Z","DRAFT","false"
"KB","loseless","Loseless data compression or transmission is when no data is lost or degraded in the process. Hedgehog's network offers loseless data traffic capabilities. ","en","http://21430285.hs-sites.com/loseless","""Lossless"" refers to a type of data compression or transmission in which no data is lost or degraded during the process. Unlike lossy compression methods, which sacrifice some data to achieve higher compression rates, lossless techniques preserve all original information. This is particularly important in scenarios where data integrity is crucial, such as in medical imaging, financial transactions, or archival storage. Lossless compression algorithms, like those used in PNG image files or FLAC audio files, maintain fidelity while reducing file size, ensuring that the compressed data can be fully reconstructed without any loss of quality.","Glossary","","","2024-05-29T21:15:29.234Z","DRAFT","false"
"KB","Adaptive Routing","Adaptive routing is a networking technique where the path that data packets take through a network is dynamically adjusted based on current network conditions.","en","http://21430285.hs-sites.com/adaptive-routing","Unlike static routing, where paths are predefined and unchanging, adaptive routing algorithms monitor various factors such as network congestion, link failures, and traffic patterns in real-time and adjust routes accordingly to optimize performance and reliability.<br><br>In the context of AI cloud networks and systems like Hedgehog, adaptive routing can significantly enhance data flow efficiency and resilience. By continuously adjusting paths based on real-time conditions, adaptive routing ensures optimal utilization of network resources, minimizes latency, and avoids bottlenecks, thereby supporting the high bandwidth and low latency requirements typical of AI workloads.","Glossary","","","2024-05-29T22:03:02.062Z","DRAFT","false"
"KB","flow","Flow refers to a sequence of packets sent from a particular source to a particular destination, typically identified by a set of parameters such as source and destination IP addresses, source and destination ports, and the protocol used. ","en","http://21430285.hs-sites.com/flow","&nbsp;Flows are fundamental units for monitoring and managing traffic within a network.<br><br>In more advanced networking contexts like Hedgehog, managing flows effectively is crucial for optimizing performance, ensuring quality of service (QoS), and maintaining efficient resource utilization. Techniques like flow scheduling and flow spraying can be used to balance loads, reduce congestion, and ensure that AI tasks receive the necessary network resources to operate efficiently.","Glossary","","","2024-05-29T22:08:10.901Z","DRAFT","false"
